order_id,customer_id,service_type,pickup_zone,dropoff_zone,order_value,driver_id,delivery_status,route_distance_km,manual_route_override_count,customer_rating_post_delivery,age,zone_clean,customer_type,loyalty_score,has_complaint
O00738,C0354,Retail,AIRPORT,WEST,66.54,D030,Delayed,41.94,3.0,2.92,35,Airport,Consumer,87.8,0
O00739,C0144,Passenger,South,NORTH,76.04,D008,OnTime,5.37,0.0,5.0,54,South,Consumer,58.4,0
O00740,C0151,Medical,East,EAST,67.9,D155,Delayed,12.99,0.0,3.19,20,North,Consumer,79.2,0
O00741,C0552,Retail,AIRPORT,NORTH,72.44,D156,Delayed,32.739999999999995,1.0,,41,North,Consumer,62.4,1
O00742,C0017,Passenger,Airport,West,45.26,D086,Delayed,29.21,1.0,3.51,30,South,SME,72.1,0
O00743,C0166,Retail,East,South,92.51,,,,,,66,Airport,Consumer,62.4,1
O00744,C0146,Retail,EAST,Riverside,33.49,D024,OnTime,15.82,0.0,3.8,20,North,Consumer,99.0,1
O00745,C0442,Passenger,SOUTH,AIRPORT,46.93,,,,,,23,West,Consumer,51.5,0
O00746,C0014,Medical,north,RiverSide,73.76,D128,OnTime,13.59,0.0,3.98,62,North,Consumer,94.1,0
O00747,C0264,Retail,EAST,South,122.21,D134,OnTime,15.27,0.0,,51,Central,Consumer,79.2,0
O00748,C0412,Parcel,WEST,South,41.63,D024,Failed,11.16,1.0,3.55,70,Airport,Consumer,70.3,0
O00749,C0196,Retail,East,RiverSide,47.61,D091,Delayed,14.19,0.0,4.22,72,West,Enterprise,52.0,0
O00750,C0368,Retail,NORTH,South,62.8,D100,Failed,15.88,3.0,2.94,23,North,Consumer,49.5,1
O00751,C0282,Business,NORTH,West,152.61,D166,OnTime,9.76,2.0,3.82,29,Riverside,Consumer,71.4,1
O00752,C0628,Retail,Riverside,CENTRAL,119.26,,,,,,75,North,Consumer,60.0,1
O00753,C0369,Parcel,AIRPORT,RiverSide,176.31,D056,OnTime,40.68,1.0,4.66,42,West,Consumer,47.6,1
O00754,C0479,Parcel,Central,Airport,65.19,D098,Delayed,2.21,4.0,2.89,48,North,Enterprise,59.1,0
O00755,C0014,Passenger,SOUTH,SOUTH,25.11,D161,OnTime,13.55,0.0,3.48,62,North,Consumer,94.1,0
O00756,C0413,Retail,Airport,North,83.09,D095,Failed,30.51,2.0,2.54,32,Riverside,Consumer,57.4,0
O00757,C0466,Passenger,EAST,South,81.59,D026,Delayed,22.37,0.0,3.64,26,North,Consumer,32.5,0
O00758,C0359,Parcel,EAST,West,144.81,D028,Delayed,10.74,4.0,3.54,23,Airport,Consumer,75.7,0
O00759,C0556,Passenger,Central,north,22.3,,,,,,20,East,Consumer,48.9,0
O00760,C0051,Medical,South,West,108.03,D154,OnTime,12.95,0.0,3.97,37,East,Consumer,49.3,0
O00761,C0237,Passenger,north,EAST,109.93,D083,OnTime,17.73,1.0,3.29,40,South,Consumer,30.0,0
O00762,C0118,Retail,East,South,21.57,D134,OnTime,5.51,0.0,4.14,20,South,Consumer,79.1,0
O00763,C0020,Retail,East,AIRPORT,154.35,D139,OnTime,5.38,2.0,5.0,67,North,SME,55.5,0
O00764,C0452,Retail,North,West,72.77,D104,Failed,5.37,1.0,4.29,70,South,Consumer,61.4,0
O00765,C0187,Retail,Ctr,WEST,60.26,D024,Failed,19.38,2.0,2.4,47,East,SME,,1
O00766,C0118,Parcel,East,SOUTH,79.18,,,,,,20,South,Consumer,79.1,0
O00767,C0107,Business,RiverSide,West,57.81,,,,,,64,Airport,Consumer,46.2,0
O00768,C0606,Retail,Central,WEST,69.17,D046,OnTime,4.29,1.0,5.0,68,South,Consumer,64.3,0
O00769,C0559,Retail,South,CENTRAL,189.0,,,,,,72,North,Consumer,72.0,0
O00770,C0096,Retail,South,WEST,68.11,D139,Delayed,15.28,0.0,3.02,73,West,Consumer,31.8,0
O00771,C0208,Passenger,East,West,32.94,D134,Delayed,13.86,0.0,2.94,48,Central,Enterprise,74.5,1
O00772,C0103,Parcel,EAST,NORTH,152.15,,,,,,20,Airport,Consumer,71.4,0
O00773,C0172,Parcel,north,South,114.02,,,,,,28,North,Consumer,75.4,1
O00774,C0639,Parcel,Ctr,NORTH,34.69,,,,,,22,East,Consumer,54.4,1
O00775,C0068,Business,RiverSide,CENTRAL,94.46,D071,OnTime,20.86,0.0,4.35,46,Riverside,Consumer,61.4,0
O00776,C0571,Parcel,Riverside,East,108.49,D014,OnTime,10.43,0.0,4.54,33,South,Consumer,44.1,1
O00777,C0226,Retail,East,Riverside,14.64,D141,Failed,11.35,1.0,2.32,74,West,Consumer,47.2,0
O00778,C0514,Parcel,north,Ctr,84.4,D014,OnTime,11.03,0.0,4.93,22,Riverside,Consumer,65.9,0
O00779,C0397,Retail,RiverSide,Ctr,69.68,D025,OnTime,12.92,0.0,5.0,33,West,Consumer,51.3,0
O00780,C0490,Parcel,West,North,80.48,D034,OnTime,7.71,1.0,4.1,78,Central,Consumer,44.0,0
O00781,C0049,Retail,north,Ctr,75.82,D055,OnTime,17.54,2.0,5.0,31,South,Consumer,58.6,0
O00782,C0610,Passenger,SOUTH,SOUTH,37.19,D043,OnTime,12.37,0.0,5.0,55,South,Consumer,65.3,1
O00783,C0507,Parcel,North,East,46.36,D164,OnTime,10.02,0.0,3.2,32,North,Consumer,58.1,0
O00784,C0308,Passenger,East,South,21.26,D063,Failed,6.83,0.0,3.63,50,Riverside,Consumer,74.1,0
O00785,C0378,Passenger,East,CENTRAL,98.07,D150,OnTime,8.02,0.0,4.31,38,Riverside,Consumer,26.2,0
O00786,C0473,Medical,RiverSide,West,69.28,,,,,,72,Airport,Consumer,39.8,0
O00787,C0483,Parcel,NORTH,Riverside,192.62,,,,,,24,South,Enterprise,59.7,0
O00788,C0444,Medical,AIRPORT,North,116.09,,,,,,67,Central,Consumer,80.5,0
O00789,C0201,Business,CENTRAL,RiverSide,163.0,D024,OnTime,5.74,2.0,3.83,49,Central,Consumer,69.2,1
O00790,C0028,Retail,Airport,WEST,283.08,,,,,,22,Central,Consumer,78.5,0
O00791,C0632,Passenger,East,Airport,107.8,,,,,,27,Central,Consumer,69.8,0
O00792,C0173,Retail,Riverside,SOUTH,156.57,D087,OnTime,11.26,1.0,3.22,76,Riverside,Consumer,78.5,1
O00793,C0259,Business,CENTRAL,South,70.51,,,,,,43,Central,Consumer,78.3,0
O00794,C0415,Retail,CENTRAL,Airport,154.5,D170,Failed,10.54,1.0,3.58,45,South,Consumer,52.4,0
O00795,C0142,Retail,Riverside,CENTRAL,42.52,,,,,,29,South,Consumer,47.0,1
O00796,C0385,Business,Ctr,north,209.05,D093,Delayed,20.37,1.0,3.57,25,East,Consumer,66.2,0
O00797,C0231,Passenger,RiverSide,RiverSide,47.39,D086,OnTime,8.21,2.0,5.0,28,Central,SME,69.4,1
O00798,C0547,Retail,South,NORTH,55.01,D006,OnTime,14.26,1.0,4.91,55,Riverside,SME,34.3,0
O00799,C0289,Passenger,EAST,SOUTH,260.0,D099,OnTime,7.06,1.0,5.0,19,North,SME,75.8,0
O00800,C0032,Medical,South,NORTH,102.47,D086,Delayed,14.84,0.0,1.74,69,West,Consumer,85.0,0
O00801,C0138,Retail,SOUTH,NORTH,111.28,D123,OnTime,24.03,1.0,4.79,74,South,Consumer,93.2,1
O00802,C0187,Passenger,West,WEST,32.72,D073,OnTime,11.61,0.0,4.33,47,East,SME,,0
O00803,C0509,Retail,EAST,Airport,60.3,D017,OnTime,4.68,0.0,4.83,77,West,Consumer,,0
O00804,C0383,Parcel,CENTRAL,Riverside,278.77,D138,OnTime,17.19,1.0,4.66,70,West,Consumer,59.6,0
O00805,C0426,Passenger,NORTH,CENTRAL,180.16,D100,OnTime,1.62,0.0,4.03,25,Riverside,SME,49.0,0
O00806,C0622,Business,north,Central,100.44,D004,OnTime,13.69,0.0,4.33,22,Riverside,Consumer,54.2,0
O00807,C0162,Parcel,SOUTH,Riverside,155.63,D025,OnTime,8.57,0.0,4.33,61,Airport,Enterprise,63.7,0
O00808,C0598,Passenger,RiverSide,West,79.62,D049,OnTime,15.14,0.0,4.23,28,North,Consumer,66.7,0
O00809,C0595,Retail,Riverside,SOUTH,84.04,,,,,,72,Central,Consumer,48.3,0
O00810,C0408,Parcel,North,SOUTH,129.12,D134,OnTime,1.2,1.0,3.48,44,Airport,Consumer,52.2,1
O00811,C0267,Retail,north,Riverside,104.5,D149,OnTime,15.21,1.0,4.41,31,Riverside,Consumer,49.0,0
O00812,C0219,Parcel,WEST,Airport,55.92,D070,OnTime,9.36,1.0,4.55,29,Central,Consumer,74.6,0
O00813,C0642,Parcel,NORTH,north,75.79,D143,OnTime,10.29,1.0,5.0,59,North,SME,51.2,0
O00814,C0464,Passenger,East,Riverside,27.9,D150,OnTime,12.88,1.0,4.57,71,Airport,Enterprise,28.8,1
O00815,C0347,Parcel,Airport,Airport,216.89,D120,OnTime,27.51,3.0,5.0,18,Riverside,Enterprise,54.9,0
O00816,C0113,Passenger,EAST,Ctr,62.91,D166,OnTime,9.47,0.0,3.81,38,West,Consumer,52.4,0
O00817,C0391,Retail,north,South,208.48,D087,OnTime,16.75,1.0,4.04,64,West,Consumer,84.1,1
O00818,C0561,Business,RiverSide,North,82.82,D135,OnTime,11.68,0.0,3.14,65,East,Consumer,70.9,0
O00819,C0098,Retail,Airport,WEST,93.02,D069,Delayed,35.07,5.0,2.78,54,Central,Consumer,56.5,0
O00820,C0121,Passenger,Riverside,NORTH,231.32,D080,OnTime,11.27,0.0,4.84,25,South,Consumer,90.9,0
O00821,C0266,Parcel,CENTRAL,SOUTH,78.86,D086,OnTime,24.31,1.0,4.36,47,East,Consumer,59.0,0
O00822,C0186,Parcel,WEST,SOUTH,55.85,D088,Failed,1.2,0.0,2.64,56,East,Consumer,57.5,0
O00823,C0264,Passenger,East,North,122.9,D119,Delayed,9.28,0.0,2.17,51,Central,Consumer,79.2,0
O00824,C0074,Retail,SOUTH,EAST,271.33,D077,OnTime,18.23,0.0,4.18,40,West,SME,41.6,1
O00825,C0010,Business,SOUTH,WEST,58.21,,,,,,23,West,Consumer,87.2,0
O00826,C0055,Parcel,Airport,Ctr,118.93,D033,OnTime,24.17,2.0,4.66,34,East,Enterprise,80.3,0
O00827,C0152,Medical,East,South,19.26,D057,OnTime,13.27,0.0,4.15,61,West,Consumer,66.2,0
O00828,C0025,Passenger,West,WEST,61.71,D104,Failed,19.75,1.0,3.73,23,Riverside,Consumer,55.5,0
O00829,C0032,Passenger,South,West,32.2,,,,,,69,West,Consumer,85.0,0
O00830,C0347,Passenger,South,SOUTH,71.2,D037,OnTime,12.06,0.0,4.1,18,Riverside,Enterprise,54.9,0
O00831,C0560,Business,Riverside,Central,130.28,D005,Failed,9.02,2.0,2.73,29,North,SME,59.0,1
O00832,C0436,Parcel,CENTRAL,Airport,99.75,D063,Delayed,4.77,1.0,1.15,20,Riverside,SME,42.5,1
O00833,C0431,Parcel,Central,Riverside,141.48,D170,Failed,12.0,3.0,2.71,76,West,SME,43.1,0
O00834,C0526,Parcel,EAST,Airport,265.72,,,,,,70,West,Consumer,76.9,0
O00835,C0317,Passenger,SOUTH,Airport,51.0,D127,OnTime,5.6,2.0,4.75,19,South,Consumer,65.2,0
O00836,C0186,Passenger,SOUTH,north,45.9,D058,Failed,9.85,1.0,3.2,56,East,Consumer,57.5,1
O00837,C0578,Parcel,EAST,WEST,35.47,D110,Failed,16.1,0.0,3.96,63,Central,SME,74.1,1
O00838,C0549,Passenger,Ctr,Central,48.73,D044,OnTime,7.52,1.0,5.0,54,Airport,Consumer,42.2,1
O00839,C0046,Parcel,RiverSide,WEST,229.63,D129,OnTime,6.51,2.0,3.97,72,Central,SME,84.8,1
O00840,C0358,Passenger,SOUTH,EAST,142.01,D119,OnTime,11.78,2.0,5.0,22,South,Consumer,38.7,1
O00841,C0132,Business,Airport,SOUTH,21.71,D090,OnTime,23.47,5.0,3.73,56,Riverside,Consumer,61.2,0
O00842,C0588,Retail,Central,East,153.82,D152,OnTime,12.34,1.0,4.61,47,Riverside,SME,34.8,0
O00843,C0095,Medical,north,RiverSide,84.18,,,,,,23,South,SME,50.8,1
O00844,C0276,Medical,RiverSide,RiverSide,76.02,D108,OnTime,14.52,1.0,4.18,47,South,Consumer,66.9,0
O00845,C0276,Business,Airport,north,65.51,,,,,,47,South,Consumer,66.9,0
O00846,C0372,Parcel,EAST,East,117.43,D057,Delayed,9.53,1.0,2.92,34,West,Consumer,26.2,0
O00847,C0303,Retail,CENTRAL,Ctr,47.99,,,,,,66,North,Consumer,76.7,0
O00848,C0489,Business,north,South,27.71,D068,OnTime,10.88,3.0,3.68,49,South,Consumer,65.9,1
O00849,C0412,Passenger,Airport,NORTH,230.22,D094,Delayed,15.93,1.0,4.07,70,Airport,Consumer,70.3,0
O00850,C0601,Parcel,West,East,24.48,D046,OnTime,12.93,2.0,4.63,34,Airport,Consumer,56.7,0
O00851,C0480,Business,SOUTH,RiverSide,49.34,,,,,,26,North,Enterprise,67.6,0
O00852,C0599,Retail,NORTH,Riverside,126.8,D006,Delayed,8.64,0.0,4.55,40,North,Consumer,81.4,0
O00853,C0335,Parcel,SOUTH,EAST,22.04,,,,,,33,North,SME,45.3,0
O00854,C0343,Parcel,AIRPORT,AIRPORT,90.75,D122,OnTime,25.94,0.0,4.84,75,Central,Consumer,58.3,0
O00855,C0342,Parcel,AIRPORT,South,140.01,,,,,,20,West,Consumer,64.1,0
O00856,C0574,Parcel,South,Central,58.06,,,,,,54,South,SME,76.4,0
O00857,C0104,Retail,Ctr,WEST,140.14,D017,OnTime,1.2,1.0,3.44,39,East,Consumer,66.2,0
O00858,C0045,Parcel,RiverSide,West,129.56,,,,,,73,West,SME,82.0,0
O00859,C0476,Retail,Airport,Ctr,83.53,D079,OnTime,33.71,4.0,5.0,59,North,Consumer,66.0,0
O00860,C0076,Medical,EAST,SOUTH,292.33,D139,OnTime,19.21,2.0,4.08,70,West,Enterprise,68.4,0
O00861,C0265,Passenger,EAST,CENTRAL,90.82,D064,OnTime,10.33,0.0,4.19,26,East,Consumer,55.8,0
O00862,C0599,Retail,East,NORTH,84.14,D089,OnTime,18.99,0.0,4.06,40,North,Consumer,81.4,0
O00863,C0274,Passenger,RiverSide,West,29.36,D155,OnTime,11.02,0.0,4.82,66,Riverside,SME,66.0,1
O00864,C0246,Business,Airport,Central,45.78,D133,OnTime,34.77,1.0,3.95,32,Central,Consumer,63.8,0
O00865,C0597,Parcel,EAST,South,55.13,D017,OnTime,15.24,1.0,3.19,74,North,Consumer,57.2,1
O00866,C0317,Parcel,West,RiverSide,117.83,,,,,,19,South,Consumer,65.2,0
O00867,C0313,Parcel,RiverSide,Ctr,34.43,D165,Failed,25.59,2.0,2.48,34,Airport,Consumer,67.2,0
O00868,C0037,Passenger,Central,WEST,117.19,D089,OnTime,9.43,0.0,4.47,51,Central,SME,72.9,0
O00869,C0490,Parcel,CENTRAL,Riverside,59.8,D144,OnTime,14.17,0.0,3.56,78,Central,Consumer,44.0,1
O00870,C0092,Passenger,South,Airport,144.13,D067,OnTime,10.23,0.0,4.47,49,Riverside,Consumer,56.1,1
O00871,C0298,Parcel,RiverSide,north,46.35,D082,Failed,11.59,0.0,4.6,63,North,Consumer,66.9,0
O00872,C0294,Medical,East,South,113.37,,,,,,53,North,Consumer,68.9,1
O00873,C0015,Parcel,North,South,106.49,D004,OnTime,9.84,0.0,3.99,37,South,SME,54.5,1
O00874,C0360,Parcel,East,West,246.43,D108,OnTime,16.67,1.0,5.0,78,West,Consumer,47.8,0
O00875,C0027,Business,north,East,64.89,D039,OnTime,2.25,0.0,4.79,53,West,SME,66.0,0
O00876,C0301,Parcel,WEST,AIRPORT,75.93,,,,,,40,Riverside,SME,58.6,0
O00877,C0277,Retail,EAST,West,14.29,,,,,,51,South,Consumer,39.1,0
O00878,C0190,Medical,RiverSide,WEST,35.24,,,,,,39,Airport,Consumer,61.6,0
O00879,C0419,Medical,SOUTH,West,123.72,D119,OnTime,8.27,0.0,4.79,58,Central,Consumer,30.9,1
O00880,C0020,Parcel,South,North,51.19,D054,OnTime,10.04,2.0,3.89,67,North,SME,55.5,1
O00881,C0545,Passenger,Riverside,South,83.23,D056,OnTime,11.09,0.0,,18,South,Consumer,66.9,0
O00882,C0204,Parcel,Ctr,CENTRAL,141.57,D101,Failed,10.97,0.0,3.6,78,Riverside,Consumer,87.1,0
O00883,C0335,Business,NORTH,North,139.75,,,,,,33,North,SME,45.3,0
O00884,C0339,Parcel,Central,West,16.66,D096,OnTime,3.96,0.0,3.59,27,South,Consumer,46.6,1
O00885,C0338,Medical,RiverSide,Central,125.38,D041,Failed,11.72,0.0,4.13,35,Central,Consumer,58.0,0
O00886,C0618,Passenger,East,CENTRAL,88.24,D088,OnTime,10.71,1.0,4.64,64,Airport,Consumer,68.4,1
O00887,C0434,Retail,Central,NORTH,173.81,,,,,,62,East,Consumer,45.0,0
O00888,C0254,Medical,RiverSide,Riverside,139.5,D098,OnTime,16.53,1.0,3.97,57,East,Consumer,40.2,0
O00889,C0322,Retail,West,WEST,40.25,D029,OnTime,15.64,0.0,3.98,77,Central,Consumer,79.2,0
O00890,C0232,Retail,CENTRAL,EAST,88.41,D037,OnTime,16.59,0.0,4.33,45,South,SME,27.7,0
O00891,C0449,Passenger,Ctr,Airport,82.47,D076,OnTime,6.82,1.0,3.73,67,East,Enterprise,65.1,0
O00892,C0157,Passenger,AIRPORT,Airport,326.38,D142,Delayed,32.56,2.0,,50,Central,Consumer,67.9,0
O00893,C0391,Business,South,SOUTH,33.29,D115,Failed,12.85,1.0,3.96,64,West,Consumer,84.1,0
O00894,C0636,Parcel,EAST,AIRPORT,114.94,D138,Delayed,11.19,1.0,3.85,60,East,Consumer,76.3,1
O00895,C0599,Parcel,RiverSide,Central,63.95,,,,,,40,North,Consumer,81.4,0
O00896,C0145,Passenger,East,South,50.35,D131,Failed,10.09,1.0,3.18,34,Airport,Consumer,99.0,0
O00897,C0434,Passenger,South,WEST,101.28,D078,Failed,17.42,0.0,2.92,62,East,Consumer,45.0,0
O00898,C0643,Passenger,East,north,82.8,,,,,,33,North,Consumer,73.6,0
O00899,C0440,Passenger,Airport,Riverside,184.27,D052,Delayed,25.36,5.0,1.64,48,East,Consumer,63.8,0
O00900,C0248,Passenger,Riverside,AIRPORT,100.64,,,,,,59,Central,Consumer,71.1,1
O00901,C0222,Retail,CENTRAL,Airport,136.84,D107,Delayed,9.36,2.0,4.52,36,South,SME,42.2,0
O00902,C0309,Parcel,East,West,70.09,D131,Delayed,1.87,3.0,1.24,78,Airport,SME,29.0,1
O00903,C0380,Parcel,Ctr,EAST,18.78,D002,Delayed,8.25,1.0,2.26,24,Central,SME,32.6,0
O00904,C0618,Passenger,Airport,Airport,95.34,D091,Failed,24.07,0.0,2.08,64,Airport,Consumer,68.4,0
O00905,C0622,Parcel,EAST,Central,63.25,D002,OnTime,8.35,3.0,3.96,22,Riverside,Consumer,54.2,0
O00906,C0480,Passenger,WEST,RiverSide,133.71,D092,Failed,14.27,2.0,2.23,26,North,Enterprise,67.6,0
O00907,C0173,Business,East,East,37.24,,,,,,76,Riverside,Consumer,78.5,0
O00908,C0167,Parcel,AIRPORT,East,142.89,D154,Delayed,28.05,3.0,3.35,72,Central,Consumer,52.5,0
O00909,C0324,Business,north,EAST,117.13,D117,Failed,14.62,1.0,2.31,18,Airport,SME,67.3,0
O00910,C0465,Business,north,north,159.86,D146,OnTime,17.03,0.0,3.63,65,Airport,Consumer,82.4,1
O00911,C0214,Retail,Riverside,Central,24.34,D130,OnTime,12.53,1.0,3.28,34,Central,Consumer,57.5,0
O00912,C0325,Business,East,WEST,39.19,,,,,,37,South,Consumer,49.4,0
O00913,C0091,Retail,WEST,SOUTH,14.48,D108,OnTime,20.7,1.0,4.58,40,Airport,SME,57.4,0
O00914,C0258,Retail,SOUTH,north,217.46,D094,OnTime,10.3,1.0,4.14,50,Riverside,Consumer,71.4,0
O00915,C0499,Parcel,SOUTH,Riverside,93.22,,,,,,40,Central,Consumer,55.9,0
O00916,C0328,Passenger,South,South,68.21,,,,,,23,South,Consumer,76.1,0
O00917,C0027,Retail,Ctr,CENTRAL,30.8,D101,Delayed,11.42,0.0,2.31,53,West,SME,66.0,0
O00918,C0147,Business,Riverside,NORTH,50.49,D142,OnTime,10.47,0.0,4.8,28,North,Enterprise,36.7,0
O00919,C0619,Retail,RiverSide,north,229.93,D027,Failed,9.53,1.0,1.68,48,North,Consumer,47.2,1
O00920,C0242,Passenger,RiverSide,EAST,74.71,D009,OnTime,7.18,0.0,4.91,21,East,Consumer,83.8,1
O00921,C0448,Retail,East,Central,198.22,D141,Failed,10.91,0.0,1.22,42,South,Consumer,69.3,0
O00922,C0467,Retail,WEST,CENTRAL,41.3,,,,,,49,West,Enterprise,58.7,0
O00923,C0334,Parcel,WEST,West,69.93,,,,,,63,Airport,Consumer,,0
O00924,C0139,Retail,WEST,Ctr,44.93,D157,OnTime,10.61,1.0,5.0,60,Central,SME,51.7,0
O00925,C0530,Business,South,AIRPORT,162.25,D018,Failed,17.65,0.0,3.01,28,West,SME,55.9,0
O00926,C0322,Parcel,East,EAST,50.92,D114,OnTime,13.71,2.0,4.5,77,Central,Consumer,79.2,0
O00927,C0533,Medical,north,West,76.32,D108,Failed,10.39,0.0,4.32,35,South,Consumer,46.9,1
O00928,C0231,Parcel,South,AIRPORT,60.36,D129,OnTime,14.7,1.0,3.65,28,Central,SME,69.4,0
O00929,C0195,Parcel,Central,RiverSide,117.07,,,,,,41,South,Consumer,38.3,0
O00930,C0370,Retail,Ctr,RiverSide,133.79,D119,Delayed,21.85,0.0,1.76,18,East,Enterprise,64.6,0
O00931,C0213,Parcel,north,NORTH,70.8,D154,OnTime,15.95,0.0,5.0,53,East,Consumer,94.2,1
O00932,C0221,Parcel,Airport,West,51.33,D116,Failed,19.44,0.0,2.56,53,East,Consumer,50.2,0
O00933,C0534,Passenger,South,AIRPORT,96.98,D053,OnTime,11.34,1.0,4.09,58,West,Consumer,61.2,0
O00934,C0437,Business,NORTH,East,80.26,D062,Failed,17.27,3.0,2.25,51,Airport,Consumer,50.7,0
O00935,C0404,Parcel,East,EAST,132.13,D033,OnTime,15.41,0.0,4.51,25,East,Consumer,,0
O00936,C0498,Passenger,Central,Airport,129.0,,,,,,73,West,Enterprise,73.4,0
O00937,C0549,Parcel,Riverside,SOUTH,31.56,D153,Failed,1.2,0.0,2.72,54,Airport,Consumer,42.2,0
O00938,C0567,Business,Central,CENTRAL,151.14,D004,Failed,17.26,1.0,3.07,74,East,Consumer,79.7,0
O00939,C0085,Medical,South,SOUTH,91.71,D036,OnTime,12.19,1.0,5.0,76,Airport,Consumer,45.0,0
O00940,C0575,Parcel,WEST,West,99.21,D141,Delayed,21.39,1.0,1.93,25,Riverside,Consumer,77.2,0
O00941,C0571,Passenger,West,West,110.52,D116,OnTime,14.47,0.0,5.0,33,South,Consumer,44.1,1
O00942,C0291,Passenger,Ctr,RiverSide,101.75,D104,OnTime,7.7,2.0,4.03,43,North,Enterprise,66.1,0
O00943,C0372,Passenger,NORTH,West,157.16,,,,,,34,West,Consumer,26.2,1
O00944,C0343,Passenger,Ctr,North,216.6,,,,,,75,Central,Consumer,58.3,0
O00945,C0567,Retail,North,north,155.97,D067,Delayed,9.2,0.0,2.3,74,East,Consumer,79.7,0
O00946,C0558,Parcel,South,South,113.57,,,,,,23,South,Consumer,64.3,0
O00947,C0467,Passenger,North,North,89.52,D133,Delayed,9.6,2.0,1.46,49,West,Enterprise,58.7,0
O00948,C0626,Business,NORTH,West,60.77,D096,Delayed,5.39,2.0,3.98,45,South,Consumer,61.6,1
O00949,C0023,Medical,WEST,WEST,71.3,D121,Delayed,5.96,1.0,3.42,52,South,Consumer,73.1,0
O00950,C0564,Passenger,South,AIRPORT,82.99,,,,,,64,East,Consumer,48.6,1
O00951,C0199,Passenger,East,AIRPORT,208.66,D128,Delayed,11.96,0.0,4.54,64,Central,Consumer,73.4,0
O00952,C0156,Passenger,CENTRAL,Riverside,183.79,,,,,,26,East,SME,,0
O00953,C0193,Parcel,SOUTH,South,3.57,,,,,,20,South,Consumer,84.0,1
O00954,C0599,Passenger,South,South,62.7,D099,Delayed,7.05,0.0,3.2,40,North,Consumer,81.4,1
O00955,C0163,Passenger,Central,WEST,50.43,D092,Failed,10.48,0.0,2.54,55,Riverside,SME,56.2,1
O00956,C0257,Medical,West,SOUTH,53.1,,,,,,34,West,Consumer,55.0,0
O00957,C0385,Passenger,north,north,12.91,D038,OnTime,10.69,0.0,3.73,25,East,Consumer,66.2,0
O00958,C0132,Passenger,Airport,CENTRAL,33.24,,,,,,56,Riverside,Consumer,61.2,0
O00959,C0545,Medical,Airport,SOUTH,88.7,,,,,,18,South,Consumer,66.9,1
O00960,C0554,Passenger,Riverside,NORTH,86.06,D034,OnTime,11.88,0.0,3.79,37,East,Consumer,59.5,0
O00961,C0307,Parcel,Ctr,Airport,168.98,D077,Delayed,1.2,0.0,3.24,77,West,Consumer,60.6,0
O00962,C0113,Passenger,SOUTH,Central,108.48,,,,,,38,West,Consumer,52.4,0
O00963,C0528,Medical,north,East,30.53,D013,OnTime,9.94,0.0,4.61,45,Central,Consumer,51.6,0
O00964,C0247,Retail,CENTRAL,SOUTH,178.23,D087,Failed,21.73,0.0,3.09,31,East,Consumer,58.9,0
O00965,C0384,Passenger,EAST,North,76.97,D143,Failed,18.34,3.0,2.96,24,Riverside,Consumer,67.4,1
O00966,C0568,Retail,Ctr,CENTRAL,29.24,D129,Delayed,5.64,1.0,2.38,22,South,Consumer,47.2,0
O00967,C0343,Business,North,WEST,50.8,D087,OnTime,5.06,2.0,4.57,75,Central,Consumer,58.3,0
O00968,C0529,Business,South,Central,76.41,D050,Delayed,1.2,2.0,3.45,41,Riverside,SME,43.2,0
O00969,C0372,Parcel,NORTH,Riverside,36.75,D096,OnTime,5.1,0.0,5.0,34,West,Consumer,26.2,0
O00970,C0099,Retail,north,AIRPORT,29.04,,,,,,33,North,Consumer,51.3,0
O00971,C0405,Parcel,CENTRAL,South,14.62,,,,,,51,Riverside,Consumer,69.9,1
O00972,C0396,Parcel,East,South,95.82,,,,,,76,Riverside,Consumer,67.2,0
O00973,C0506,Parcel,Airport,WEST,81.56,D108,OnTime,21.03,1.0,3.86,19,Airport,Enterprise,56.3,0
O00974,C0071,Retail,EAST,RiverSide,74.02,D013,OnTime,15.52,1.0,4.65,59,Airport,Consumer,49.3,1
O00975,C0455,Retail,Central,South,33.56,,,,,,43,Airport,Consumer,50.8,0
O00976,C0078,Medical,CENTRAL,East,40.78,D156,Delayed,13.29,0.0,2.64,40,East,Consumer,35.2,0
O00977,C0235,Retail,West,West,25.58,D092,OnTime,6.39,0.0,4.03,35,Airport,Enterprise,43.7,0
O00978,C0515,Parcel,RiverSide,CENTRAL,124.25,D119,OnTime,24.44,0.0,4.53,38,Riverside,Consumer,74.0,0
O00979,C0257,Business,north,WEST,54.09,D146,OnTime,14.2,2.0,4.02,34,West,Consumer,55.0,0
O00980,C0545,Parcel,West,Riverside,510.06,D098,Delayed,19.05,1.0,1.83,18,South,Consumer,66.9,1
O00981,C0597,Medical,AIRPORT,Riverside,107.45,D062,Delayed,25.18,1.0,4.52,74,North,Consumer,57.2,1
O00982,C0616,Parcel,EAST,north,131.9,D069,OnTime,10.68,1.0,4.62,49,Riverside,Consumer,65.9,0
O00983,C0538,Passenger,CENTRAL,North,122.09,D117,Delayed,13.81,1.0,3.68,28,Central,Enterprise,84.5,0
O00984,C0155,Parcel,EAST,WEST,79.05,D041,OnTime,15.41,0.0,4.92,24,North,Consumer,18.1,0
O00985,C0461,Parcel,North,WEST,117.68,,,,,,55,East,Consumer,54.5,0
